id,user,transaction_date,sales_amount,join_date,region,,
48729,629,2016-02-15,21.46,2013-07-02,N,,
48730,1506,2016-02-15,31.90,2015-04-18,D,,
48731,2342,2016-02-15,4.58,2013-07-01,G,,
48732,4242,2016-02-15,36.76,2014-10-14,B,,
48733,2857,2016-02-15,4.92,2013-07-01,A,,
48734,3280,2016-02-15,98.77,2013-07-01,G,,
48735,629,2016-02-15,4.24,2013-07-02,N,,
48736,4485,2016-02-15,12.46,2014-03-21,A,,
48737,3507,2016-02-15,26.97,2013-07-02,F,,
48738,5614,2016-02-15,34.92,2014-03-26,C,,
48739,5030,2016-02-15,45.92,2013-11-28,D,,
48740,3591,2016-02-15,15.02,2013-08-20,A,,
48741,4577,2016-02-15,28.44,2013-07-25,I,,
48742,4518,2016-02-15,15.57,2013-11-28,M,,
48743,4379,2016-02-15,61.20,2013-07-02,C,,
48744,4240,2016-02-15,53.05,2013-08-07,H,,
48745,6241,2016-02-15,11.39,2013-11-28,M,,
48746,6735,2016-02-15,60.98,2015-05-30,F,,
48747,6087,2016-02-15,128.86,2013-05-23,P,,
48748,5941,2016-02-15,65.58,2014-02-10,P,,
48749,6123,2016-02-15,201.38,2015-03-09,P,,
48750,6341,2016-02-15,15.82,2014-03-26,C,,
48751,7453,2016-02-15,13.85,2012-04-05,F,,
48752,5917,2016-02-15,42.35,2014-06-21,P,,
48753,6621,2016-02-15,51.13,2014-01-29,C,,
48754,6087,2016-02-15,88.89,2013-05-23,P,,
48755,5003,2016-02-15,9.83,2013-07-01,H,,
48756,387,2016-02-16,15.48,2004-01-17,M,,
48757,57,2016-02-16,38.61,2013-11-14,C,,
48758,32,2016-02-16,18.61,2008-08-05,B,,
48759,385,2016-02-16,37.90,2002-05-13,B,,
48760,336,2016-02-16,203.84,2010-05-28,N,,
48761,325,2016-02-16,30.90,2011-01-16,G,,
48762,253,2016-02-16,43.36,2009-08-01,B,,
48763,317,2016-02-16,42.97,2009-06-05,H,,
48764,702,2016-02-16,25.33,2009-07-03,H,,
48765,629,2016-02-16,21.46,2013-07-02,N,,
48766,3080,2016-02-16,125.17,2016-01-04,J,,
48767,2777,2016-02-16,38.78,2012-01-13,B,,
48768,2939,2016-02-16,20.55,2015-04-23,I,,
48769,3122,2016-02-16,47.05,2015-02-09,E,,
48770,2016,2016-02-16,43.89,2013-07-25,A,,
48771,629,2016-02-16,46.04,2013-07-02,N,,
48772,4166,2016-02-16,33.38,2014-03-21,I,,
48773,1581,2016-02-16,34.60,2013-07-01,L,,
48774,3484,2016-02-16,8.93,2013-07-02,C,,
48775,4632,2016-02-16,51.56,2014-04-16,H,,
48776,5128,2016-02-16,90.28,2013-06-22,A,,
48777,2772,2016-02-16,87.23,2014-03-21,O,,
48778,4968,2016-02-16,16.38,2014-03-21,G,,
48779,6986,2016-02-16,64.84,2013-11-28,A,,
48780,6341,2016-02-16,34.26,2014-03-26,C,,
48781,7301,2016-02-16,9.68,2010-09-28,K,,
48782,6695,2016-02-16,6.48,2007-01-21,G,,
48783,6328,2016-02-16,59.67,2011-03-30,B,,
48784,7286,2016-02-16,37.66,2015-03-14,C,,
48785,8003,2016-02-16,70.58,2016-01-08,F,,
48786,8317,2016-02-16,25.73,2007-05-18,C,,
48787,6326,2016-02-16,77.47,2007-03-17,A,,
48788,9921,2016-02-16,67.87,2016-02-16,C,,
48789,8948,2016-02-16,26.06,2010-11-15,H,,
48790,6179,2016-02-16,43.58,2015-03-01,M,,
48791,200,2016-02-17,36.79,2007-09-20,J,,
48792,44,2016-02-17,4.84,2001-01-01,B,,
48793,629,2016-02-17,21.96,2013-07-02,N,,
48794,629,2016-02-17,31.29,2013-07-02,N,,
48795,615,2016-02-17,10.57,2003-09-30,B,,
48796,629,2016-02-17,87.12,2013-07-02,N,,
48797,1893,2016-02-17,33.43,2015-03-01,C,,
48798,2098,2016-02-17,6.49,2015-01-26,C,,
48799,629,2016-02-17,20.53,2013-07-02,N,,
48800,3529,2016-02-17,12.78,2016-02-10,C,,
48801,3232,2016-02-17,85.74,2015-12-15,C,,
48802,2580,2016-02-17,149.02,2014-03-21,O,,
48803,4374,2016-02-17,321.72,2013-10-29,I,,
48804,4728,2016-02-17,15.98,2013-07-25,G,,
48805,4187,2016-02-17,12.55,2013-08-21,F,,
48806,6086,2016-02-17,125.91,2013-08-21,G,,
48807,5751,2016-02-17,144.37,2014-09-27,I,,
48808,6444,2016-02-17,33.68,2015-01-06,G,,
48809,6185,2016-02-17,43.17,2014-02-10,S,,
48810,6185,2016-02-17,20.41,2014-02-10,S,,
48811,5322,2016-02-17,9.83,2013-12-03,G,,
48812,7465,2016-02-17,10.57,2003-07-14,S,,
48813,6652,2016-02-17,19.99,2014-03-21,B,,
48814,8395,2016-02-17,33.08,2007-01-20,O,,
48815,4888,2016-02-17,127.00,2015-03-10,D,,
48816,7354,2016-02-17,10.36,2016-01-23,A,,
48817,5124,2016-02-17,17.62,2014-02-10,P,,
48818,7357,2016-02-17,8.20,2015-08-07,S,,
48819,7381,2016-02-17,49.22,2004-02-05,P,,
48820,6087,2016-02-17,124.93,2013-05-23,P,,
48821,7357,2016-02-17,42.38,2015-08-07,S,,
48822,36,2016-02-18,23.69,2008-02-03,I,,
48823,4,2016-02-18,6.88,2011-07-28,B,,
48824,441,2016-02-18,6.48,2003-10-20,B,,
48825,171,2016-02-18,53.20,2009-05-27,B,,
48826,35,2016-02-18,14.67,2009-03-15,B,,
48827,380,2016-02-18,38.67,2007-10-21,B,,
48828,1090,2016-02-18,4.88,2010-04-25,C,,
48829,629,2016-02-18,48.74,2013-07-02,N,,
48830,810,2016-02-18,7.37,2012-07-31,B,,
48831,1673,2016-02-18,51.56,2014-05-10,M,,
48832,2408,2016-02-18,6.48,2013-05-18,G,,
48833,3766,2016-02-18,40.90,2015-12-07,C,,
48834,629,2016-02-18,90.47,2013-07-02,N,,
48835,2477,2016-02-18,58.64,2013-06-05,I,,
48836,629,2016-02-18,29.44,2013-07-02,N,,
48837,1694,2016-02-18,193.20,2013-07-01,B,,
48838,4868,2016-02-18,55.31,2014-12-14,L,,
48839,4001,2016-02-18,19.11,2013-07-02,A,,
48840,4218,2016-02-18,52.19,2015-02-05,C,,
48841,4503,2016-02-18,54.04,2015-02-02,P,,
48842,4868,2016-02-18,10.25,2014-12-14,L,,
48843,6556,2016-02-18,28.61,2012-11-11,M,,
48844,7127,2016-02-18,8.20,2014-09-12,G,,
48845,5611,2016-02-18,58.96,2013-12-03,M,,
48846,4374,2016-02-18,398.14,2013-10-29,I,,
48847,6996,2016-02-18,46.23,2015-10-29,C,,
48848,6870,2016-02-18,8.20,2014-11-08,C,,
48849,343,2016-02-19,20.49,2008-11-20,B,,
48850,385,2016-02-19,87.65,2002-05-13,B,,
48851,192,2016-02-19,27.79,2001-03-24,B,,
48852,8,2016-02-19,30.88,2002-12-21,B,,
48853,112,2016-02-19,10.57,2011-04-27,B,,
48854,237,2016-02-19,98.75,2007-10-06,L,,
48855,32,2016-02-19,23.36,2008-08-05,B,,
48856,629,2016-02-19,25.14,2013-07-02,N,,
48857,820,2016-02-19,7.78,2010-07-12,B,,
48858,117,2016-02-19,42.97,2005-08-12,B,,
48859,1609,2016-02-19,51.56,2012-04-21,C,,
48860,1539,2016-02-19,38.44,2015-12-12,C,,
48861,4160,2016-02-19,42.91,2016-02-19,C,,
48862,3474,2016-02-19,42.77,2016-02-19,B,,
48863,1693,2016-02-19,20.41,2013-06-05,S,,
48864,2297,2016-02-19,50.57,2013-07-02,N,,
48865,4491,2016-02-19,123.12,2013-10-21,I,,
48866,5158,2016-02-19,11.39,2013-09-17,C,,
48867,3649,2016-02-19,39.84,2013-11-19,C,,
48868,4816,2016-02-19,11.08,2013-07-02,K,,
48869,3383,2016-02-19,31.07,2013-07-02,I,,
48870,5230,2016-02-19,70.64,2013-10-30,S,,
48871,5108,2016-02-19,10.57,2013-08-10,E,,
48872,5954,2016-02-19,51.09,2015-04-24,E,,
48873,6066,2016-02-19,104.02,2014-08-08,I,,
48874,3949,2016-02-19,21.97,2014-10-14,G,,
48875,4132,2016-02-19,32.49,2014-11-08,G,,
48876,4240,2016-02-19,30.17,2013-08-07,H,,
48877,6714,2016-02-19,4.76,2014-01-23,C,,
48878,8303,2016-02-19,13.85,2012-02-22,H,,
48879,93,2016-02-20,84.09,2001-01-01,B,,
48880,218,2016-02-20,20.49,2007-09-20,B,,
48881,472,2016-02-20,53.92,2008-02-14,P,,
48882,10,2016-02-20,89.97,2001-01-01,C,,
48883,173,2016-02-20,13.89,2007-06-05,C,,
48884,288,2016-02-20,8.59,2002-05-04,B,,
48885,191,2016-02-20,30.81,2001-01-01,B,,
48886,274,2016-02-20,5.32,2001-04-11,B,,
48887,225,2016-02-20,70.41,2010-08-18,M,,
48888,336,2016-02-20,34.98,2010-05-28,N,,
48889,343,2016-02-20,13.85,2008-11-20,B,,
48890,495,2016-02-20,52.81,2010-10-02,J,,
48891,814,2016-02-20,22.23,2009-09-26,C,,
48892,348,2016-02-20,299.46,2009-08-29,C,,
48893,767,2016-02-20,44.20,2009-10-10,B,,
48894,1434,2016-02-20,37.06,2013-01-25,C,,
48895,629,2016-02-20,9.22,2013-07-02,N,,
48896,1125,2016-02-20,25.31,2012-06-09,C,,
48897,2734,2016-02-20,8.11,2016-02-20,D,,
48898,1156,2016-02-20,47.89,2015-11-09,B,,
48899,1156,2016-02-20,4.51,2015-11-09,B,,
48900,2199,2016-02-20,62.21,2013-05-26,C,,
48901,3401,2016-02-20,69.51,2016-02-20,B,,
48902,3474,2016-02-20,33.61,2016-02-19,B,,
48903,2338,2016-02-20,108.04,2015-03-07,I,,
48904,3665,2016-02-20,45.82,2013-05-25,F,,
48905,4400,2016-02-20,30.24,2013-07-25,L,,
48906,3649,2016-02-20,15.31,2013-11-19,C,,
48907,4974,2016-02-20,30.85,2013-08-21,B,,
48908,3650,2016-02-20,4.87,2013-07-01,A,,
48909,2297,2016-02-20,8.20,2013-07-02,N,,
48910,2205,2016-02-20,27.37,2013-07-01,P,,
48911,4125,2016-02-20,53.01,2014-11-20,D,,
48912,5453,2016-02-20,17.94,2015-04-04,T,,
48913,2536,2016-02-20,64.09,2013-07-01,G,,
48914,3242,2016-02-20,16.09,2014-03-21,I,,
48915,5942,2016-02-20,41.53,2014-02-10,L,,
48916,4449,2016-02-20,16.31,2013-12-18,G,,
48917,4284,2016-02-20,61.31,2013-08-01,G,,
48918,4339,2016-02-20,18.77,2013-11-28,L,,
48919,6328,2016-02-20,9.75,2011-03-30,B,,
48920,5780,2016-02-20,6.48,2013-06-08,Q,,
48921,4924,2016-02-20,8.20,2014-01-09,H,,
48922,6590,2016-02-20,8.20,2016-02-20,H,,
48923,6554,2016-02-20,67.87,2013-01-19,H,,
48924,7366,2016-02-20,45.82,2016-02-20,D,,
48925,5953,2016-02-20,17.62,2011-03-13,H,,
48926,6825,2016-02-20,68.77,2014-11-23,I,,
48927,8454,2016-02-20,110.57,2016-02-20,B,,
48928,8607,2016-02-20,6.49,2012-05-28,A,,
48929,8939,2016-02-20,73.36,2015-04-28,B,,
48930,7961,2016-02-20,73.42,2011-12-10,G,,
48931,6755,2016-02-20,12.04,2015-01-05,C,,
48932,6555,2016-02-20,71.25,2010-10-30,P,,
48933,7454,2016-02-20,14.66,2015-08-20,H,,
48934,7357,2016-02-20,37.30,2015-08-07,S,,
48935,8307,2016-02-20,75.82,2005-11-26,C,,
48936,44,2016-02-21,7.31,2001-01-01,B,,
48937,105,2016-02-21,39.30,2002-11-26,H,,
48938,887,2016-02-21,115.45,2010-11-28,C,,
48939,205,2016-02-21,17.94,1999-06-27,B,,
48940,1196,2016-02-21,18.43,2009-09-16,C,,
48941,789,2016-02-21,14.67,2010-11-27,B,,
48942,1197,2016-02-21,3.10,2000-09-01,B,,
48943,2498,2016-02-21,16.39,2016-02-21,D,,
48944,1732,2016-02-21,49.92,2013-02-14,K,,
48945,887,2016-02-21,50.85,2010-11-28,C,,
48946,1295,2016-02-21,13.86,2015-10-13,A,,
48947,629,2016-02-21,20.21,2013-07-02,N,,
48948,2025,2016-02-21,67.77,2013-05-22,C,,
48949,1756,2016-02-21,4.91,2013-07-01,G,,
48950,1756,2016-02-21,65.08,2013-07-01,G,,
48951,3847,2016-02-21,73.44,2013-07-02,A,,
48952,2528,2016-02-21,17.61,2013-07-01,G,,
48953,4678,2016-02-21,34.31,2013-07-02,F,,
48954,5750,2016-02-21,14.98,2015-11-07,I,,
48955,3361,2016-02-21,37.62,2013-07-01,F,,
48956,6688,2016-02-21,1.23,2016-02-21,B,,
48957,7490,2016-02-21,17.62,2016-02-21,O,,
48958,6573,2016-02-21,22.54,2015-01-31,G,,
48959,9945,2016-02-21,44.81,2016-02-21,G,,
48960,350,2016-02-22,53.20,2002-02-07,B,,
48961,288,2016-02-22,3.68,2002-05-04,B,,
48962,338,2016-02-22,19.26,2009-07-19,H,,
48963,338,2016-02-22,19.26,2009-07-19,H,,
48964,615,2016-02-22,26.88,2003-09-30,B,,
48965,2510,2016-02-22,19.66,2014-10-17,I,,
48966,629,2016-02-22,16.21,2013-07-02,N,,
48967,615,2016-02-22,47.54,2003-09-30,B,,
48968,2962,2016-02-22,7.86,2015-09-30,B,,
48969,1657,2016-02-22,19.99,2015-04-03,C,,
48970,2607,2016-02-22,41.72,2015-01-15,C,,
48971,3219,2016-02-22,13.11,2016-02-22,L,,
48972,629,2016-02-22,58.96,2013-07-02,N,,
48973,2310,2016-02-22,19.65,2013-07-01,B,,
48974,3816,2016-02-22,3.27,2013-08-01,G,,
48975,4117,2016-02-22,31.88,2013-07-01,B,,
48976,3279,2016-02-22,28.93,2016-01-14,C,,
48977,2297,2016-02-22,40.90,2013-07-02,N,,
48978,4848,2016-02-22,64.92,2013-09-17,I,,
48979,2342,2016-02-22,10.57,2013-07-01,G,,
48980,4490,2016-02-22,156.18,2014-12-26,A,,
48981,4762,2016-02-22,21.23,2014-03-21,D,,
48982,4064,2016-02-22,17.13,2013-09-02,H,,
48983,6389,2016-02-22,7.37,2016-01-03,M,,
48984,6428,2016-02-22,27.71,2015-12-10,C,,
48985,6993,2016-02-22,104.76,2013-11-28,I,,
48986,4762,2016-02-22,127.38,2014-03-21,D,,
48987,6894,2016-02-22,24.51,2005-11-16,D,,
48988,7273,2016-02-22,4.86,2016-02-05,C,,
48989,6243,2016-02-22,18.85,2009-11-27,G,,
48990,7991,2016-02-22,8.11,2014-11-20,I,,
48991,7031,2016-02-22,26.23,2016-01-22,I,,
48992,9012,2016-02-22,8.93,2016-02-22,G,,
48993,9962,2016-02-22,16.79,2016-02-22,B,,
48994,220,2016-02-23,66.15,2004-12-08,E,,
48995,14,2016-02-23,43.83,2004-06-24,F,,
48996,643,2016-02-23,34.30,2009-07-09,C,,
48997,37,2016-02-23,26.80,2001-01-01,B,,
48998,183,2016-02-23,27.22,2009-07-24,J,,
48999,668,2016-02-23,38.06,2009-10-04,C,,
49000,1252,2016-02-23,12.21,2010-12-21,B,,
49001,267,2016-02-23,31.44,2008-11-17,B,,
49002,1457,2016-02-23,27.87,2013-12-07,A,,
49003,3207,2016-02-23,129.43,2013-09-02,I,,
49004,2208,2016-02-23,64.77,2013-07-01,B,,
49005,3852,2016-02-23,11.47,2016-02-23,A,,
49006,1924,2016-02-23,35.57,2013-07-02,S,,
49007,4069,2016-02-23,45.37,2013-06-25,M,,
49008,4632,2016-02-23,18.03,2014-04-16,H,,
49009,4641,2016-02-23,6.88,2013-11-04,E,,
49010,6863,2016-02-23,24.53,2014-11-19,I,,
49011,7430,2016-02-23,33.02,2006-11-27,N,,
49012,6010,2016-02-23,14.98,2014-01-29,S,,
49013,6714,2016-02-23,9.01,2014-01-23,C,,
49014,7884,2016-02-23,74.51,2013-03-04,I,,
49015,6945,2016-02-23,72.66,2015-08-19,B,,
49016,9326,2016-02-23,6.78,2007-02-19,K,,
49017,793,2016-02-24,139.19,2011-08-04,C,,
49018,96,2016-02-24,52.19,2008-01-11,M,,
49019,943,2016-02-24,95.47,2010-10-09,H,,
49020,771,2016-02-24,93.19,2010-02-27,B,,
49021,1887,2016-02-24,13.03,2015-10-29,O,,
49022,2117,2016-02-24,49.02,2013-07-02,I,,
49023,549,2016-02-24,28.61,2003-10-30,I,,
49024,2908,2016-02-24,62.21,2016-02-13,M,,
49025,1164,2016-02-24,56.07,2012-10-11,B,,
49026,2939,2016-02-24,6.48,2015-04-23,I,,
49027,346,2016-02-24,92.53,2013-04-19,D,,
49028,2908,2016-02-24,13.76,2016-02-13,M,,
49029,3721,2016-02-24,33.75,2015-12-21,C,,
49030,1924,2016-02-24,41.15,2013-07-02,S,,
49031,4336,2016-02-24,69.96,2016-02-24,G,,
49032,4125,2016-02-24,24.20,2014-11-20,A,,
49033,4432,2016-02-24,39.26,2013-07-02,I,,
49034,4574,2016-02-24,11.39,2013-08-21,P,,
49035,3242,2016-02-24,66.70,2014-03-21,I,,
49036,3376,2016-02-24,82.70,2013-12-03,G,,
49037,4991,2016-02-24,29.18,2013-11-04,C,,
49038,4814,2016-02-24,27.44,2014-03-21,G,,
49039,5256,2016-02-24,53.92,2015-01-12,M,,
49040,9187,2016-02-24,22.00,2006-09-01,M,,
49041,4696,2016-02-24,25.26,2013-10-04,C,,
49042,6946,2016-02-24,25.33,2014-04-17,H,,
49043,124,2016-02-25,35.86,2010-02-11,J,,
49044,124,2016-02-25,3.08,2010-02-11,J,,
49045,1090,2016-02-25,26.97,2010-04-25,C,,
49046,615,2016-02-25,24.35,2003-09-30,B,,
49047,629,2016-02-25,54.65,2013-07-02,N,,
49048,886,2016-02-25,38.44,2012-07-29,I,,
49049,1653,2016-02-25,17.05,2014-06-19,C,,
49050,3375,2016-02-25,7.80,2016-02-25,N,,
49051,2303,2016-02-25,17.13,2015-12-19,C,,
49052,2899,2016-02-25,300.07,2013-07-01,M,,
49053,1972,2016-02-25,35.46,2013-07-01,A,,
49054,2297,2016-02-25,8.20,2013-07-02,N,,
49055,4399,2016-02-25,31.25,2013-09-17,B,,
49056,5282,2016-02-25,51.56,2013-10-16,B,,
49057,6172,2016-02-25,13.03,2013-12-18,L,,
49058,7016,2016-02-25,10.39,2014-11-01,G,,
49059,6870,2016-02-25,63.26,2014-11-08,C,,
49060,8650,2016-02-25,12.28,2016-02-25,B,,
49061,5812,2016-02-25,9.75,2009-07-01,G,,
49062,7031,2016-02-25,8.20,2016-01-22,I,,
49063,8161,2016-02-25,34.76,2006-06-20,A,,
49064,94,2016-02-26,64.66,2008-03-21,C,,
49065,94,2016-02-26,31.90,2008-03-21,C,,
49066,495,2016-02-26,10.58,2010-10-02,J,,
49067,619,2016-02-26,14.56,2009-04-22,I,,
49068,167,2016-02-26,12.95,2010-11-15,B,,
49069,803,2016-02-26,24.32,2012-06-26,H,,
49070,544,2016-02-26,14.09,2011-12-05,H,,
49071,544,2016-02-26,44.18,2011-12-05,H,,
49072,3726,2016-02-26,64.67,2016-02-26,J,,
49073,3305,2016-02-26,54.76,2013-10-26,C,,
49074,1122,2016-02-26,21.25,2015-10-28,A,,
49075,1650,2016-02-26,28.49,2013-06-07,A,,
49076,1783,2016-02-26,199.06,2013-07-02,P,,
49077,4245,2016-02-26,137.63,2013-09-17,O,,
49078,4080,2016-02-26,59.36,3011-11-11,D,,
49079,6630,2016-02-26,31.29,2016-02-26,M,,
49080,6945,2016-02-26,118.18,2015-08-19,B,,
49081,4841,2016-02-26,34.67,2013-09-17,S,,
49082,8520,2016-02-26,63.81,2004-02-24,P,,
49083,5972,2016-02-26,98.77,2014-11-07,P,,
49084,7057,2016-02-26,11.86,2008-05-29,B,,
49085,8450,2016-02-26,10.57,2013-05-03,M,,
49086,9696,2016-02-26,8.20,2011-08-18,G,,
49087,6117,2016-02-26,56.36,2014-04-26,F,,
49088,9343,2016-02-26,26.40,2004-02-04,I,,
49089,9291,2016-02-26,40.52,2006-10-03,G,,
49090,43,2016-02-27,2.38,2002-08-21,B,,
49091,416,2016-02-27,9.81,2009-11-04,B,,
49092,416,2016-02-27,54.04,2009-11-04,B,,
49093,928,2016-02-27,124.24,2009-02-24,I,,
49094,336,2016-02-27,113.07,2010-05-28,N,,
49095,869,2016-02-27,63.11,2010-06-28,C,,
49096,477,2016-02-27,33.14,2009-06-16,D,,
49097,1533,2016-02-27,69.84,2010-11-30,I,,
49098,120,2016-02-27,67.15,2009-10-10,I,,
49099,557,2016-02-27,50.96,2012-07-04,F,,
49100,557,2016-02-27,22.30,2012-07-04,F,,
49101,1916,2016-02-27,16.31,2013-11-17,D,,
49102,2582,2016-02-27,41.72,2016-02-27,M,,
49103,445,2016-02-27,26.14,2012-09-07,C,,
49104,629,2016-02-27,6.08,2013-07-02,N,,
49105,887,2016-02-27,80.50,2010-11-28,C,,
49106,3290,2016-02-27,46.66,2016-02-27,C,,
49107,3463,2016-02-27,44.10,2016-02-27,C,,
49108,3642,2016-02-27,40.08,2016-02-27,H,,
49109,980,2016-02-27,31.21,2014-07-15,M,,
49110,4073,2016-02-27,45.49,2016-02-27,A,,
49111,2471,2016-02-27,63.85,2013-08-21,O,,
49112,2223,2016-02-27,8.20,2013-07-02,B,,
49113,2270,2016-02-27,53.53,2013-07-01,H,,
49114,2025,2016-02-27,26.46,2013-05-22,C,,
49115,3385,2016-02-27,14.59,2013-11-04,D,,
49116,2208,2016-02-27,80.85,2013-07-01,B,,
49117,4220,2016-02-27,66.07,2013-07-01,I,,
49118,4578,2016-02-27,8.20,2013-09-17,O,,
49119,3910,2016-02-27,19.67,2014-03-21,I,,
49120,3649,2016-02-27,53.73,2013-11-19,C,,
49121,5361,2016-02-27,123.98,2013-08-01,C,,
49122,5579,2016-02-27,6.48,2013-03-04,I,,
49123,3715,2016-02-27,33.69,2013-12-18,G,,
49124,2297,2016-02-27,15.57,2013-07-02,N,,
49125,4245,2016-02-27,26.64,2013-09-17,O,,
49126,6020,2016-02-27,21.14,2013-10-30,S,,
49127,5579,2016-02-27,9.50,2013-03-04,I,,
49128,5032,2016-02-27,50.74,2013-12-18,G,,
49129,5127,2016-02-27,92.43,2013-09-02,P,,
49130,4371,2016-02-27,17.46,2013-11-04,S,,
49131,6328,2016-02-27,44.18,2011-03-30,B,,
49132,5921,2016-02-27,24.51,2014-04-09,M,,
49133,5189,2016-02-27,9.33,2015-03-03,C,,
49134,7686,2016-02-27,29.90,2016-02-27,C,,
49135,6732,2016-02-27,45.92,2014-01-15,D,,
49136,8329,2016-02-27,56.97,2010-09-04,B,,
49137,5128,2016-02-27,47.14,2013-06-22,A,,
49138,3868,2016-02-27,48.20,2014-03-21,F,,
49139,7749,2016-02-27,142.56,2005-07-15,P,,
49140,9785,2016-02-27,13.03,2016-02-27,B,,
49141,7608,2016-02-27,28.61,2004-03-06,C,,
49142,267,2016-02-28,8.18,2008-11-17,B,,
49143,37,2016-02-28,29.99,2001-01-01,B,,
49144,269,2016-02-28,33.66,2013-11-14,C,,
49145,1220,2016-02-28,33.11,2013-05-10,O,,
49146,751,2016-02-28,179.72,2009-10-28,E,,
49147,1327,2016-02-28,109.34,2014-12-07,B,,
49148,1508,2016-02-28,60.19,2011-06-04,M,,
49149,581,2016-02-28,19.91,2010-11-12,C,,
49150,629,2016-02-28,216.89,2013-07-02,N,,
49151,2761,2016-02-28,8.11,2016-02-28,B,,
49152,1756,2016-02-28,44.18,2013-07-01,G,,
49153,28,2016-02-28,7.86,2011-04-16,J,,
49154,629,2016-02-28,17.20,2013-07-02,N,,
49155,629,2016-02-28,19.61,2013-07-02,N,,
49156,5053,2016-02-28,114.85,2013-12-18,C,,
49157,4856,2016-02-28,33.44,2013-11-04,P,,
49158,4859,2016-02-28,46.58,2013-08-21,F,,
49159,5875,2016-02-28,15.16,2014-03-21,F,,
49160,6068,2016-02-28,79.57,2014-01-09,F,,
49161,4421,2016-02-28,53.20,2014-03-21,O,,
49162,6610,2016-02-28,45.37,2006-07-22,C,,
49163,6638,2016-02-28,7.70,2013-12-11,P,,
49164,6784,2016-02-28,97.37,2013-09-02,E,,
49165,4240,2016-02-28,69.63,2013-08-07,H,,
49166,339,2016-02-29,8.42,2009-07-21,B,,
49167,40,2016-02-29,16.31,1999-03-29,B,,
49168,2789,2016-02-29,91.47,2013-05-29,C,,
49169,967,2016-02-29,21.64,2015-07-27,C,,
49170,3377,2016-02-29,57.71,2016-02-29,I,,
49171,629,2016-02-29,16.15,2013-07-02,N,,
49172,2053,2016-02-29,16.31,2013-07-01,L,,
49173,4443,2016-02-29,40.44,2013-08-21,F,,
49174,2461,2016-02-29,60.26,2014-11-12,A,,
49175,3910,2016-02-29,22.70,2014-03-21,I,,
49176,3947,2016-02-29,52.33,2013-08-01,A,,
49177,2477,2016-02-29,22.05,2013-06-05,I,,
49178,2310,2016-02-29,32.69,2013-07-01,B,,
49179,2408,2016-02-29,9.75,2013-05-18,G,,
49180,4554,2016-02-29,30.98,2014-11-24,L,,
49181,3910,2016-02-29,15.49,2014-03-21,I,,
49182,5071,2016-02-29,98.93,2014-03-21,I,,
49183,3455,2016-02-29,43.27,2013-07-25,I,,
49184,3989,2016-02-29,172.71,2013-08-01,I,,
49185,2688,2016-02-29,27.46,2013-07-01,O,,
49186,4824,2016-02-29,71.81,2013-08-21,P,,
49187,4359,2016-02-29,5.66,2013-08-01,C,,
49188,6251,2016-02-29,31.60,2014-05-12,C,,
49189,5038,2016-02-29,14.58,2014-01-09,B,,
49190,8865,2016-02-29,27.46,2016-02-29,D,,
49191,6117,2016-02-29,30.67,2014-04-26,F,,
49192,7886,2016-02-29,44.96,2011-03-27,M,,
49193,8932,2016-02-29,17.20,2007-03-15,F,,
49194,7897,2016-02-29,58.96,2015-05-27,H,,
49195,25,2016-03-01,23.68,2001-01-01,B,,
49196,173,2016-03-01,14.65,2007-06-05,C,,
49197,191,2016-03-01,4.74,2001-01-01,B,,
49198,629,2016-03-01,29.44,2013-07-02,N,,
49199,629,2016-03-01,30.43,2013-07-02,N,,
49200,629,2016-03-01,16.23,2013-07-02,N,,
49201,1879,2016-03-01,8.11,2014-06-22,C,,
49202,629,2016-03-01,52.74,2013-07-02,N,,
49203,4461,2016-03-01,27.79,2013-09-02,B,,
49204,4440,2016-03-01,18.75,2014-03-21,G,,
49205,3242,2016-03-01,74.94,2014-03-21,I,,
49206,4900,2016-03-01,8.11,2014-01-02,E,,
49207,5035,2016-03-01,58.20,2014-03-21,H,,
49208,5371,2016-03-01,25.22,2003-07-08,B,,
49209,7547,2016-03-01,48.28,2014-03-21,Q,,
49210,6893,2016-03-01,34.19,2010-03-26,G,,
49211,6109,2016-03-01,45.00,2014-03-21,L,,
49212,7529,2016-03-01,37.55,2014-11-30,I,,
49213,8039,2016-03-01,15.86,2013-10-04,A,,
49214,7725,2016-03-01,8.11,2005-07-27,I,,
49215,74,2016-03-02,29.01,2008-03-09,J,,
49216,37,2016-03-02,8.60,2001-01-01,B,,
49217,444,2016-03-02,22.01,2004-01-08,F,,
49218,40,2016-03-02,5.63,1999-03-29,B,,
49219,997,2016-03-02,30.74,2009-07-27,C,,
49220,119,2016-03-02,26.23,2009-10-10,F,,
49221,1158,2016-03-02,24.51,2012-06-19,L,,
49222,762,2016-03-02,8.19,2009-11-01,C,,
49223,1972,2016-03-02,6.76,2013-07-01,A,,
49224,147,2016-03-02,26.97,2011-06-24,I,,
49225,1154,2016-03-02,72.05,2013-10-02,C,,
49226,3062,2016-03-02,35.90,2014-12-04,O,,
49227,629,2016-03-02,15.24,2013-07-02,N,,
49228,3608,2016-03-02,67.95,2016-03-02,J,,
49229,3062,2016-03-02,30.98,2014-12-04,O,,
49230,2837,2016-03-02,24.51,2013-07-10,C,,
49231,3242,2016-03-02,32.52,2014-03-21,I,,
49232,2416,2016-03-02,86.91,2013-07-01,T,,
